EvtKaon,EvtPion,ctau,cosine
0.0,0.0,0.002811768697974231,-0.3
2.0214171826027302e-238,2.979589050504827e-237,0.002811768697974231,-0.1
2.0967078872667038e-13,3.089382912274753e-12,0.002811768697974231,0.1
4.016152426461499,50.06103419411715,0.002811768697974231,0.3
8890.224211069339,102691.68248514965,0.002811768697974231,0.5
316991.0223792235,3556632.5166215627,0.002811768697974231,0.7
2696327.0036222353,29987907.53624834,0.002811768697974231,0.9
0.0,0.0,0.004498432668969444,-0.7
0.0,0.0,0.004498432668969444,-0.5
0.0,0.0,0.004498432668969444,-0.3
1.1783534772416999e-149,1.7986686029566928e-148,0.004498432668969444,-0.1
5.623754531612552e-09,8.575676387432594e-08,0.004498432668969444,0.1
99.0244858443909,1294.4285162011454,0.004498432668969444,0.3
51072.05589322957,609545.178722279,0.004498432668969444,0.5
1127044.3926800848,13078776.45067798,0.004498432668969444,0.7
7815953.104304279,90727599.01272903,0.004498432668969444,0.9
0.0,0.0,0.0071968567300115215,-0.7
0.0,0.0,0.0071968567300115215,-0.5
1.7226273088356438e-261,2.292308054136701e-260,0.0071968567300115215,-0.3
5.438469864455232e-93,8.477540714001412e-92,0.0071968567300115215,-0.1
4.51342997957088e-05,0.0007036748902863703,0.0071968567300115215,0.1
2084.488908560613,28070.143115629657,0.0071968567300115215,0.3
276077.04183200095,3391062.6152703757,0.0071968567300115215,0.5
3735902.6929812855,44818445.37564774,0.0071968567300115215,0.7
20960233.159064837,254329401.20905232,0.0071968567300115215,0.9
0.0,0.0,0.011513953993264481,-0.7
2.541577006493878e-270,3.0022835405381704e-269,0.011513953993264481,-0.5
1.1968894749936705e-161,1.601140991821454e-160,0.011513953993264481,-0.3
6.039850923994642e-57,9.434211562962445e-56,0.011513953993264481,-0.1
0.056398300964838305,0.8832686933651298,0.011513953993264481,0.1
26101.870949313812,357854.3641406953,0.011513953993264481,0.3
1221767.783220311,15408962.90751713,0.011513953993264481,0.5
11091976.001069667,138045654.26070526,0.011513953993264481,0.7
51710892.48695793,659996743.1237321,0.011513953993264481,0.9
2.309043620834979e-235,2.4695609346858962e-234,0.018420699693267165,-0.7
4.965432168096255e-167,5.861956204293342e-166,0.018420699693267165,-0.5
3.5023248336034677e-99,4.6935432378491665e-98,0.018420699693267165,-0.3
4.408363090003573e-34,6.827293790721547e-33,0.018420699693267165,-0.1
12.086965969068387,188.52046111857126,0.018420699693267165,0.1
191437.9448304147,2649248.43362112,0.018420699693267165,0.3
4290015.461388528,55602845.68147987,0.018420699693267165,0.5
29175927.436675124,378949871.61363715,0.018420699693267165,0.7
117950249.48545222,1597663242.8713875,0.018420699693267165,0.9
3.283495158453414e-145,3.5091001177272024e-144,0.029470517025518096,-0.7
1.6651198257929085e-102,1.9664732043610982e-101,0.029470517025518096,-0.5
3.862182814625024e-60,5.1858606540218955e-59,0.029470517025518096,-0.3
1.2374022955379205e-19,1.896830257905663e-18,0.029470517025518096,-0.1
618.9708233035276,9614.097806817052,0.029470517025518096,0.1
900207.006477348,12536458.53309431,0.029470517025518096,0.3
12398121.25102119,165851227.1966703,0.029470517025518096,0.5
69289118.52137256,945792012.4001052,0.029470517025518096,0.7
252053991.29580086,3647459956.8427105,0.029470517025518096,0.9
6.31538877343885e-89,6.752120810175263e-88,0.04714866363457394,-0.7
3.112915624054549e-62,3.680382612642268e-61,0.04714866363457394,-0.5
9.007840122219918e-36,1.2070458445614138e-34,0.04714866363457394,-0.3
1.4909219567449337e-10,2.2669574430014025e-09,0.04714866363457394,-0.1
10804.793733564064,166942.33045501565,0.04714866363457394,0.1
3055620.290312862,42972874.909115665,0.04714866363457394,0.3
31195215.10205503,433127524.5614328,0.04714866363457394,0.5
153408721.61994588,2209809165.2510457,0.04714866363457394,0.7
513555739.33982867,7930970260.015669,0.04714866363457394,0.9
8.115047376009782e-54,8.68183309408419e-53,0.07543120063354623,-0.7
3.955587266809937e-37,4.6817842148278135e-36,0.07543120063354623,-0.5
1.3459867565413535e-20,1.8049340298997281e-19,0.07543120063354623,-0.3
6.972306503197469e-05,0.001054460621003536,0.07543120063354623,-0.1
86265.95668692864,1320261.579902299,0.07543120063354623,0.1
8380571.801881665,120028375.09583732,0.07543120063354623,0.3
72023983.74915452,1042734805.1812807,0.07543120063354623,0.5
325547678.3813494,4958728808.469003,0.07543120063354623,0.7
1008381823.0909564,16585514019.06166,0.07543120063354623,0.9
6.026262128081092e-32,6.4471936601049325e-31,0.1206792640639329,-0.7
1.6440770968467186e-21,1.9476220073945067e-20,0.1206792640639329,-0.5
3.5238942066097776e-11,4.726243632499631e-10,0.1206792640639329,-0.3
0.23265240984640786,3.5106688387727853,0.1206792640639329,-0.1
400124.27288891515,6059666.767517637,0.1206792640639329,0.1
20324311.01983735,298754048.4017187,0.1206792640639329,0.3
158834653.89090085,2405012644.992649,0.1206792640639329,0.5
668878820.5535737,10825341045.436142,0.1206792640639329,0.7
1893036193.5198913,33283637142.716953,0.1206792640639329,0.9
2.368812364592968e-18,2.5385071244946155e-17,0.19306977288832497,-0.7
8.010771106430947e-12,9.492828291990974e-11,0.19306977288832497,-0.5
2.3067478071491145e-05,0.00030947775472224206,0.19306977288832497,-0.3
39.84926626147513,604.2406421505644,0.19306977288832497,-0.1
1304072.7430899062,19649388.321069434,0.19306977288832497,0.1
46215064.33141883,701775367.0948968,0.19306977288832497,0.3
339566306.4526861,5424487012.029592,0.19306977288832497,0.5
1307954525.8802216,22736103734.440422,0.19306977288832497,0.7
3292582965.082131,62511288827.60782,0.19306977288832497,0.9
6.248248097072542e-10,6.693899509570459e-09,0.30888435964774846,-0.7
7.660760945315358e-06,9.086299714929625e-05,0.30888435964774846,-0.5
0.08789973201966576,1.1822977785195723,0.30888435964774846,-0.3
1200.4206414296495,18297.537546956344,0.30888435964774846,-0.1
3450913.8901459896,52264060.281546704,0.30888435964774846,0.1
102344221.36685573,1608687846.591619,0.30888435964774846,0.3
690422327.7396207,11824090302.23623,0.30888435964774846,0.5
2329659424.1012063,44141761396.956635,0.30888435964774846,0.7
5083848185.782318,105226390420.93634,0.30888435964774846,0.9
9.709162858125562e-05,0.0010405386051657135,0.49417133613238384,-0.7
0.03674574986974002,0.43736687694219833,0.49417133613238384,-0.5
15.750471271678052,213.94945685190288,0.49417133613238384,-0.3
12270.833187791955,186511.76436941486,0.49417133613238384,-0.1
8195219.373280293,125929896.55974169,0.49417133613238384,0.1
219189412.63302034,3628672332.2775135,0.49417133613238384,0.3
1271848954.2341065,23812216202.75623,0.49417133613238384,0.5
3619122563.810309,75300446110.73775,0.49417133613238384,0.7
6768213718.095338,152444315221.09344,0.49417133613238384,0.9
0.1569661018093544,1.6899857849821485,0.7906043210907702,-0.7
7.623500229986709,91.75293462380826,0.7906043210907702,-0.5
487.19771036163576,6692.247802439375,0.7906043210907702,-0.3
63408.824879002976,955372.8977659405,0.7906043210907702,-0.1
18574534.013631135,291333893.97106653,0.7906043210907702,0.1
434426501.5142874,7789082827.494741,0.7906043210907702,0.3
2027113083.582546,41818199570.832306,0.7906043210907702,0.5
4778000498.713253,108654775597.9015,0.7906043210907702,0.7
7665410946.109454,186398209263.15686,0.7906043210907702,0.9
17.91083136432985,195.70282130420412,1.2648552168552958,-0.7
263.48990532014835,3217.944112321152,1.2648552168552958,-0.5
5161.5708856189585,71169.63881203752,1.2648552168552958,-0.3
217905.45109229995,3264237.2011267073,1.2648552168552958,-0.1
41288896.372759044,666347012.3831187,1.2648552168552958,0.1
744963034.4334117,14844856206.345455,1.2648552168552958,0.3
2734192558.0782275,61722858392.57143,1.2648552168552958,0.5
5333187609.82447,131024687320.50298,1.2648552168552958,0.7
7475632295.4143305,193217604908.0222,1.2648552168552958,0.9
437.30128541708694,4868.526849757341,2.0235896477251556,-0.7
3038.852253777489,37507.637459080615,2.0235896477251556,-0.5
27893.449156509127,384417.29355036595,2.0235896477251556,-0.3
597613.1655828782,8986822.450227499,2.0235896477251556,-0.1
88176403.58307993,1499061835.341547,2.0235896477251556,0.1
1069792767.1643449,23519281648.2339,2.0235896477251556,0.3
3113661153.760194,75976089255.98543,2.0235896477251556,0.5
5114809539.922569,133656079297.8457,2.0235896477251556,0.7
6418762982.265734,173755395856.65417,2.0235896477251556,0.9
4019.8065034614,45558.40050452075,3.2374575428176464,-0.7
17317.505114455435,216009.66662252895,3.2374575428176464,-0.5
99481.73678451248,1378301.1299315281,3.2374575428176464,-0.3
1455015.1647228028,22190676.592149533,3.2374575428176464,-0.1
169058152.44134718,3154303674.2846923,3.2374575428176464,0.1
1289414840.9287257,30692283837.530235,3.2374575428176464,0.3
3045866894.3515015,79070061143.76884,3.2374575428176464,0.5
4326847850.711326,118076608637.11179,3.2374575428176464,0.7
4991488130.484611,139608330750.51434,3.2374575428176464,0.9
19692.712164085737,228502.60171239483,5.1794746792312125,-0.7
63385.14084488562,806621.257817795,5.1794746792312125,-0.5
277920.4008294725,3921010.9710143935,5.1794746792312125,-0.3
3344800.84939387,52130720.716701716,5.1794746792312125,-0.1
270475084.8636636,5663466317.413573,5.1794746792312125,0.1
1344503286.7148006,33974319527.715336,5.1794746792312125,0.3
2622721226.984891,71396766880.93689,5.1794746792312125,0.5
3325114799.900164,93667168360.62764,5.1794746792312125,0.7
3610251593.265469,103265263074.90231,5.1794746792312125,0.9
65546.32924599425,790032.7063110127,8.286427728546842,-0.7
178949.40998023443,2357670.0708550555,8.286427728546842,-0.5
679904.8418628705,9880448.389315527,8.286427728546842,-0.3
7540327.090345479,120275989.6888507,8.286427728546842,-0.1
349297751.2015312,8142684619.619865,8.286427728546842,0.1
1245614814.6041267,32916590052.34133,8.286427728546842,0.3
2044471736.8203964,57494636667.40857,8.286427728546842,0.5
2384118112.991243,68603029991.59801,8.286427728546842,0.7
2482680890.364282,72073168078.7385,8.286427728546842,0.9
175297.9973188473,2229295.131936975,13.257113655901108,-0.7
438899.94150415587,6059331.297871347,13.257113655901108,-0.5
1562844.3011811276,23491099.233743325,13.257113655901108,-0.3
16381170.412870888,273079818.0247813,13.257113655901108,-0.1
373306951.47460335,9403763654.319696,13.257113655901108,0.1
1044469166.4780797,28691830589.28893,13.257113655901108,0.3
1481380820.2157307,42632387661.51718,13.257113655901108,0.5
1629427003.5944297,47547632114.1958,13.257113655901108,0.7
1650154140.909408,48368684742.90284,13.257113655901108,0.9
419185.5660366636,5668005.884240641,21.209508879201927,-0.7
1010081.6554920708,14639633.254023459,21.209508879201927,-0.5
3511014.1480239276,54663153.80069951,21.209508879201927,-0.3
32157197.087005064,584119466.6608199,21.209508879201927,-0.1
348213250.9234854,9172848393.691477,21.209508879201927,0.1
805815963.4510266,22763084389.71158,21.209508879201927,0.3
1019859348.1591227,29801477460.47784,21.209508879201927,0.5
1078520671.5914445,31760127850.624523,21.209508879201927,0.7
1073606308.0685464,31635118869.91475,21.209508879201927,0.9
954555.5681654671,13690198.06674154,33.9322177189533,-0.7
2265163.4332982437,34397587.90881269,33.9322177189533,-0.5
7633453.368924734,124803723.23528087,33.9322177189533,-0.3
52673953.83832606,1075349554.445755,33.9322177189533,-0.1
298759475.3814835,8080900320.723137,33.9322177189533,0.1
582187987.6868967,16805127601.94386,33.9322177189533,0.3
678635344.5101871,20018071591.15686,33.9322177189533,0.5
699056933.8897065,20704440570.550278,33.9322177189533,0.7
687201433.348783,20347572413.56099,33.9322177189533,0.9
2128047.3597001256,32255803.55463103,54.286754393238596,-0.7
4935727.938075037,79190279.00840981,54.286754393238596,-0.5
15135562.194781292,269512008.3444872,54.286754393238596,-0.3
70425718.7809596,1594221115.173602,54.286754393238596,-0.1
242405928.73595864,6680130117.305823,54.286754393238596,0.1
400793071.67275876,11743341442.02716,54.286754393238596,0.3
441430821.9912126,13104688537.82129,54.286754393238596,0.5
447167842.04035366,13293106171.809612,54.286754393238596,0.7
436241556.08309263,12949579638.208406,54.286754393238596,0.9
4552193.699360052,73901598.13451841,86.85113737513521,-0.7
9856976.927071372,172809030.4976468,86.85113737513521,-0.5
25212406.146679897,505436424.54062456,86.85113737513521,-0.3
78408347.24039564,1922285104.929698,86.85113737513521,-0.1
186498626.44725102,5256105412.620647,86.85113737513521,0.1
266776069.8611476,7896380428.603477,86.85113737513521,0.3
282862874.76680624,8433247145.392402,86.85113737513521,0.5
283558515.2371137,8448803074.346579,86.85113737513521,0.7
275313757.9882309,8184858116.243366,86.85113737513521,0.9
8680873.858192295,156688565.050758,138.9495494373139,-0.7
16536696.332153695,328149672.88766646,138.9495494373139,-0.5
34016749.175719716,764272143.8720152,138.9495494373139,-0.3
75127485.41174853,1956783644.0596862,138.9495494373139,-0.1
136162646.81091976,3911177462.273784,138.9495494373139,0.1
173613032.62415373,5172329230.917157,138.9495494373139,0.3
179627994.38523638,5369937484.600008,138.9495494373139,0.5
178867159.65150583,5337117658.573623,138.9495494373139,0.7
173140778.43821913,5152325742.970377,138.9495494373139,0.9
13579371.892712414,279617612.43723017,222.29964825261956,-0.7
22301745.50263081,499448169.14366424,222.29964825261956,-0.5
37330295.179807976,920723602.7576666,222.29964825261956,-0.3
63755733.72389149,1738971754.5495627,222.29964825261956,-0.1
94958035.52925351,2771332387.4083424,222.29964825261956,0.1
111326988.52823104,3329991962.45194,222.29964825261956,0.3
113392553.05433083,3394842335.907746,222.29964825261956,0.5
112445793.47670095,3358184640.097898,222.29964825261956,0.7
108640138.26196113,3234723011.9640336,222.29964825261956,0.9
16933424.897381365,392086443.70947415,355.64803062231283,-0.7
24248313.301868454,598188618.7627506,355.64803062231283,-0.5
34539771.0886955,911174827.0056934,355.64803062231283,-0.3
49185448.83399781,1387000321.880849,355.64803062231283,-0.1
63897308.80417098,1886347122.4184308,355.64803062231283,0.1
70725430.7644159,2121061234.410751,355.64803062231283,0.3
71322939.941798,2137440840.2345135,355.64803062231283,0.5
70536023.179287,2107835435.9353218,355.64803062231283,0.7
68069238.263672,2027589315.7812157,355.64803062231283,0.9
17198919.688489586,434455041.33952767,568.9866029018305,-0.7
22149050.925392132,584778040.3499264,568.9866029018305,-0.5
28085021.929270066,775767265.1617087,568.9866029018305,-0.3
35373322.46301149,1021180463.3738338,568.9866029018305,-0.1
41912853.76571746,1247050121.4185812,568.9866029018305,0.1
44673711.373352274,1341622267.7459059,568.9866029018305,0.3
44766238.371109486,1342048615.4172034,568.9866029018305,0.5
44187693.72371462,1320889996.460734,568.9866029018305,0.7
42611187.57206833,1269527677.5772374,568.9866029018305,0.9
14896311.83938755,399400941.0302473,910.2981779915227,-0.7
17796938.367392305,491442907.8524451,910.2981779915227,-0.5
20850015.397257652,593527391.0854676,910.2981779915227,-0.3
24226783.78095154,710195161.67136,910.2981779915227,-0.1
27025706.30207869,808227913.6197972,910.2981779915227,0.1
28109816.331789635,844948909.7869221,910.2981779915227,0.3
28055924.14031869,841313283.0760117,910.2981779915227,0.5
27658515.957967333,826988064.1073269,910.2981779915227,0.7
26659525.972923305,794413074.3816152,910.2981779915227,0.9
11524645.210445559,321241110.48517203,1456.3484775012444,-0.7
13090039.772259943,372258894.43242806,1456.3484775012444,-0.5
14557430.614525953,422533395.7056739,1456.3484775012444,-0.3
16061628.802018479,475438143.66394526,1456.3484775012444,-0.1
17231500.927916985,517028542.0919043,1456.3484775012444,0.1
17644051.031055823,530705871.0059551,1456.3484775012444,0.3
17565136.984566312,526849295.18040735,1456.3484775012444,0.5
17303035.467575822,517426590.36220956,1456.3484775012444,0.7
16673300.167481404,496880635.4642887,1456.3484775012444,0.9
8262009.228036233,236038459.30075297,2329.951810515372,-0.7
9079192.814522583,262999800.1656158,2329.951810515372,-0.5
9763503.69525688,286892135.99094355,2329.951810515372,-0.3
10418860.836237382,310443501.48822796,2329.951810515372,-0.1
10910273.079017865,328009836.5454507,2329.951810515372,0.1
11060355.534211889,332816767.5007246,2329.951810515372,0.3
10990009.458316263,329728522.6732156,2329.951810515372,0.5
10821465.483232917,323631770.1923879,2329.951810515372,0.7
10425758.027216,310715534.1742403,2329.951810515372,0.9
5634524.05867855,163489892.10760304,3727.593720314938,-0.7
6061744.602025344,177645978.02881694,3727.593720314938,-0.5
6383162.323258895,188949028.78831828,3727.593720314938,-0.3
6667521.747503597,199472090.2572892,3727.593720314938,-0.1
6875275.807329828,206979913.26143956,3727.593720314938,0.1
6926066.584534251,208468563.8619168,3727.593720314938,0.3
6873388.277928412,206240438.94475058,3727.593720314938,0.5
6766202.930669014,202366409.3358765,3727.593720314938,0.7
6518054.490654742,194264667.56074646,3727.593720314938,0.9
3721343.319614623,109035061.3369523,5963.623316594637,-0.7
3952308.524414058,116602872.69962642,5963.623316594637,-0.5
4101666.071111084,122057858.44894868,5963.623316594637,-0.3
4229862.527260455,126868188.09449926,5963.623316594637,-0.1
4319403.415067776,130166993.89493412,5963.623316594637,0.1
4334123.327291442,130507081.16658758,5963.623316594637,0.3
4297916.98284566,128981065.09335554,5963.623316594637,0.5
4230200.410417271,126524068.37940063,5963.623316594637,0.7
4074774.011332505,121448811.56688818,5963.623316594637,0.9
2408065.9544073874,70987709.76551941,9540.954763499964,-0.7
2534221.3095396357,75155352.64346181,9540.954763499964,-0.5
2609293.49016097,77885088.5729968,9540.954763499964,-0.3
2668606.0494718673,80168363.69457601,9540.954763499964,-0.1
2708234.924676461,81656426.3912875,9540.954763499964,0.1
2710728.617994217,81638226.933399,9540.954763499964,0.3
2687059.7359732892,80647820.85031639,9540.954763499964,0.5
2644452.526703404,79096185.08408262,9540.954763499964,0.7
2547178.4318762454,75919546.61986038,9540.954763499964,0.9
1538287.0554445416,45521056.4556635,15264.179671752365,-0.7
1610216.617371637,47889954.0389893,15264.179671752365,-0.5
1649062.5305196792,49317513.69747743,15264.179671752365,-0.3
1677795.31128545,50453765.56606396,15264.179671752365,-0.1
1696097.9704165494,51156307.8467624,15264.179671752365,0.1
1695024.185536237,51051797.026256464,15264.179671752365,0.3
1679823.7146914732,50418451.553479135,15264.179671752365,0.5
1653080.5772402275,49444783.35911781,15264.179671752365,0.7
1592229.7766627513,47457490.04297925,15264.179671752365,0.9
974712.3736635584,28912806.16225684,24420.53094548655,-0.7
1016860.8152097875,30297075.50677809,24420.53094548655,-0.5
1037902.1242980063,31077202.429914832,24420.53094548655,-0.3
1052550.7920890155,31671685.339373484,24420.53094548655,-0.1
1061443.006435567,32021057.63029997,24420.53094548655,0.1
1059739.5433280114,31919211.49826839,24420.53094548655,0.3
1050079.7004618414,31517751.031726018,24420.53094548655,0.5
1033320.79338351,30907667.741107486,24420.53094548655,0.7
995266.6878827452,29664832.757450506,24420.53094548655,0.9
614477.8286658895,18254155.883021988,39069.39937054621,-0.7
639698.3416522028,19080676.1238627,39069.39937054621,-0.5
651564.1992588169,19523647.71954499,39069.39937054621,-0.3
659414.2066101409,19849499.615265254,39069.39937054621,-0.1
663971.8215091516,20032602.105787765,39069.39937054621,0.1
662502.8162678457,19954642.079455044,39069.39937054621,0.3
656402.7739653636,19701158.65624913,39069.39937054621,0.5
645910.7368042484,19319249.82363484,39069.39937054621,0.7
622117.1323899516,18542517.331721053,39069.39937054621,0.9
386140.84587768785,11481768.455497958,62505.51925273976,-0.7
401459.0587744176,11983041.037029676,62505.51925273976,-0.5
408368.24821675674,12242279.219676608,62505.51925273976,-0.3
412761.4071781773,12427964.101478787,62505.51925273976,-0.1
415217.9859864559,12528582.920253325,62505.51925273976,0.1
414141.6389547356,12474257.717492819,62505.51925273976,0.3
410304.51829552255,12314907.727028674,62505.51925273976,0.5
403739.8735654009,12075964.919225106,62505.51925273976,0.7
388864.5936594712,11590410.907259114,62505.51925273976,0.9
242165.74592639942,7204819.468209761,100000.0,-0.7
251564.5423348679,7512038.725654215,100000.0,-0.5
255683.56188870117,7667129.010969559,100000.0,-0.3
258228.10936663288,7776129.1198452525,100000.0,-0.1
259610.06901198486,7833603.734728157,100000.0,0.1
258875.4663701639,7797460.280569046,100000.0,0.3
256467.59136987024,7697569.092746908,100000.0,0.5
252361.79820511694,7548130.728161653,100000.0,0.7
243062.83530515488,7244557.9271989,100000.0,0.9
